method,metric_type,class,anchor_class,time_index,mean,std,median,q1,q3
methodA,difference_norm,ambiguous,truesmile,12,0.5993184568705382,0.08511118295684907,0.5857845544815063,0.5492992401123047,0.6458564102649689
methodA,difference_norm,ambiguous,truesmile,13,0.6179487738344405,0.08352145222743876,0.6074550747871399,0.5541290938854218,0.6752324104309082
methodA,difference_norm,ambiguous,truesmile,14,0.6232430416124838,0.07967373259762624,0.6144397854804993,0.5554223358631134,0.6770844757556915
methodA,difference_norm,ambiguous,truesmile,15,0.6391894088851081,0.07922985717455017,0.644344687461853,0.5750049650669098,0.7078704237937927
methodA,difference_norm,ambiguous,truesmile,16,0.64093871028335,0.06852055454142995,0.6476683020591736,0.5766346752643585,0.696526050567627
methodA,difference_norm,ambiguous,truesmile,17,0.6311071669613874,0.07183429848910704,0.613852858543396,0.575739860534668,0.6739766001701355
methodA,difference_norm,ambiguous,truesmile,18,0.6126539938979678,0.07572179634039819,0.6143704056739807,0.5453058183193207,0.6694255173206329
methodA,difference_norm,ambiguous,truesmile,19,0.6158990782720072,0.07959753302392542,0.6134504079818726,0.5531790256500244,0.6917588412761688
methodA,difference_norm,polite,truesmile,0,0.1516705522450005,0.038045530143817376,0.14466838538646698,0.1265106499195099,0.16697487235069275
methodA,difference_norm,polite,truesmile,1,0.14164359504129828,0.04032932291382616,0.13036976754665375,0.11325710266828537,0.15854115784168243
methodA,difference_norm,polite,truesmile,2,0.2527903452879045,0.0664929249052053,0.2382829785346985,0.20689460635185242,0.2958456873893738
methodA,difference_norm,polite,truesmile,3,0.3482872749247202,0.08340843998688476,0.3387815058231354,0.2842790484428406,0.38753655552864075
methodA,difference_norm,polite,truesmile,4,0.4115313793100962,0.08307442745868927,0.3899458944797516,0.3462396264076233,0.47112777829170227
methodA,difference_norm,polite,truesmile,5,0.48109273358089166,0.07600623025572067,0.46436360478401184,0.42048919200897217,0.536342203617096
methodA,difference_norm,polite,truesmile,6,0.5115299980814864,0.07001642449113107,0.517486035823822,0.4593634307384491,0.5669281482696533
methodA,difference_norm,polite,truesmile,7,0.5379431320399772,0.0799117496938093,0.5317046642303467,0.49145373702049255,0.5970593094825745
methodA,difference_norm,polite,truesmile,8,0.5580716663744392,0.07697756238533184,0.5540750622749329,0.5137633681297302,0.5911177396774292
methodA,difference_norm,polite,truesmile,9,0.5890530907526249,0.0827722669282148,0.5802599787712097,0.5387617945671082,0.6184103488922119
methodA,difference_norm,polite,truesmile,10,0.6061491450158562,0.08858342699779752,0.5987739562988281,0.5571280717849731,0.648606538772583
methodA,difference_norm,polite,truesmile,11,0.6065148871119429,0.08942858267762431,0.6000826358795166,0.5549347400665283,0.6428515911102295
methodA,difference_norm,polite,truesmile,12,0.6172130478591453,0.09557500197242166,0.5984392762184143,0.5709611177444458,0.6729018688201904
methodA,difference_norm,polite,truesmile,13,0.6177320727487889,0.10098495077348696,0.601748526096344,0.5309250950813293,0.6831656098365784
methodA,difference_norm,polite,truesmile,14,0.6278975148026537,0.09594592617545207,0.6126726865768433,0.5538200736045837,0.6776803731918335
methodA,difference_norm,polite,truesmile,15,0.6405784756672092,0.08544314150214885,0.6316603422164917,0.5765017867088318,0.6808933615684509
methodA,difference_norm,polite,truesmile,16,0.6398243969533501,0.08864259187860804,0.619531512260437,0.5809367895126343,0.6827078461647034
methodA,difference_norm,polite,truesmile,17,0.629509111003178,0.07862973946757486,0.6141228675842285,0.5693628191947937,0.7003331780433655
methodA,difference_norm,polite,truesmile,18,0.6057924911743258,0.07518557302042467,0.6000139117240906,0.5514525175094604,0.6483222842216492
methodA,difference_norm,polite,truesmile,19,0.6119854646485027,0.0696287332766379,0.60832679271698,0.5613744854927063,0.656159520149231
methodA,difference_norm,truesmile,truesmile,0,0.2170635685324669,0.06903525637231205,0.20544861257076263,0.1904047317802906,0.22006984427571297
methodA,difference_norm,truesmile,truesmile,1,0.19838927189509073,0.05749819529988934,0.17959506809711456,0.16541071608662605,0.1985851787030697
methodA,difference_norm,truesmile,truesmile,2,0.3803919504086177,0.06504019043625126,0.35109977424144745,0.33044424653053284,0.4202355816960335
methodA,difference_norm,truesmile,truesmile,3,0.4569019426902135,0.12648155705721148,0.4173736572265625,0.37122979015111923,0.47364263981580734
methodA,difference_norm,truesmile,truesmile,4,0.5039151211579641,0.12430266899211159,0.46327024698257446,0.43468815088272095,0.5328945890069008
methodA,difference_norm,truesmile,truesmile,5,0.5150700658559799,0.13503769250509412,0.5013653934001923,0.4522630646824837,0.5116282403469086
methodA,difference_norm,truesmile,truesmile,6,0.5414683520793915,0.13228121849107863,0.5285944938659668,0.4734484329819679,0.5562446713447571
methodA,difference_norm,truesmile,truesmile,7,0.54898601770401,0.13285242328093386,0.5350165665149689,0.4746640995144844,0.59938745200634
methodA,difference_norm,truesmile,truesmile,8,0.5551371773084005,0.13038715869360712,0.5267155319452286,0.47142312675714493,0.6259743720293045
methodA,difference_norm,truesmile,truesmile,9,0.5344741195440292,0.08643115645725816,0.5353325605392456,0.48875347524881363,0.5811577439308167
methodA,difference_norm,truesmile,truesmile,10,0.5233246187369028,0.07686769175525171,0.5285937041044235,0.4689440205693245,0.5840721279382706
methodA,difference_norm,truesmile,truesmile,11,0.5391382873058319,0.08016530186495892,0.540157675743103,0.4735082909464836,0.6081005334854126
methodA,difference_norm,truesmile,truesmile,12,0.5247170577446619,0.07139306890006689,0.5217814445495605,0.46345167607069016,0.575234666466713
methodA,difference_norm,truesmile,truesmile,13,0.5492025961478552,0.06440491606795443,0.5496478527784348,0.4888967052102089,0.6083120405673981
methodA,difference_norm,truesmile,truesmile,14,0.575409526626269,0.05748588674226135,0.5845614969730377,0.5392151474952698,0.625660702586174
methodA,difference_norm,truesmile,truesmile,15,0.5615329692761103,0.053190758793226045,0.5664547085762024,0.5182217657566071,0.6113018542528152
methodA,difference_norm,truesmile,truesmile,16,0.5624421139558157,0.0762179668028138,0.56961390376091,0.5253098905086517,0.6065851598978043
methodA,difference_norm,truesmile,truesmile,17,0.601611336072286,0.07186039673205781,0.5868699550628662,0.5316029638051987,0.671584963798523
methodA,difference_norm,truesmile,truesmile,18,0.5413164595762888,0.05776971033559323,0.5543339550495148,0.4998984932899475,0.5847419649362564
methodA,difference_norm,truesmile,truesmile,19,0.5623539189497629,0.03448417825356075,0.5504892468452454,0.5460896790027618,0.5639038980007172
