method,class,sequence_id,time_index,projection_ratio,off_axis_ratio
methodA,polite,22,9,0.1079980731010437,0.6187833547592163
methodA,polite,22,10,0.1435661017894745,0.6383500695228577
methodA,polite,22,11,0.18048971891403198,0.6350883841514587
methodA,polite,22,12,0.2134481966495514,0.6592142581939697
methodA,polite,22,13,0.2172630876302719,0.6544467210769653
methodA,polite,22,14,0.19843167066574097,0.6930482983589172
methodA,polite,22,15,0.18228591978549957,0.7062447667121887
methodA,polite,22,16,0.1733037680387497,0.7280795574188232
methodA,polite,22,17,0.13482113182544708,0.8452906012535095
methodA,polite,22,18,0.1329491138458252,0.6956506371498108
methodA,polite,22,19,0.15953899919986725,0.988675594329834
methodA,polite,23,0,0.0,0.0
methodA,polite,23,1,-0.005844799801707268,0.43228161334991455
methodA,polite,23,2,0.016314111649990082,0.626526415348053
methodA,polite,23,3,-0.06517783552408218,0.804707944393158
methodA,polite,23,4,-0.05970200151205063,0.8696199655532837
methodA,polite,23,5,-0.08319755643606186,0.8702241778373718
methodA,polite,23,6,-0.07194997370243073,0.8278735876083374
methodA,polite,23,7,-0.08856243640184402,0.9637159705162048
methodA,polite,23,8,-0.10318990796804428,1.0253194570541382
methodA,polite,23,9,-0.1027035340666771,0.9694342613220215
methodA,polite,23,10,-0.06607875227928162,0.8946104049682617
methodA,polite,23,11,0.010031988844275475,0.9891476631164551
methodA,polite,23,12,0.04002789407968521,1.1840076446533203
methodA,polite,23,13,0.08138281106948853,1.2859840393066406
methodA,polite,23,14,0.07483447343111038,1.1160991191864014
methodA,polite,23,15,-0.02418687380850315,1.0275068283081055
methodA,polite,23,16,0.06609807908535004,1.2853140830993652
methodA,polite,23,17,0.06551840156316757,1.2312909364700317
methodA,polite,23,18,0.07028929144144058,1.0759540796279907
methodA,polite,23,19,0.057287052273750305,1.1136646270751953
methodA,polite,24,0,0.0,0.0
methodA,polite,24,1,0.00996821466833353,0.22306114435195923
methodA,polite,24,2,0.04484563693404198,0.32632678747177124
methodA,polite,24,3,0.09364842623472214,0.42773377895355225
methodA,polite,24,4,0.13300925493240356,0.5198898315429688
methodA,polite,24,5,0.1860751062631607,0.6345741748809814
methodA,polite,24,6,0.22525747120380402,0.7175681591033936
methodA,polite,24,7,0.27624833583831787,0.7380986213684082
methodA,polite,24,8,0.2977803647518158,0.7580701112747192
methodA,polite,24,9,0.331178218126297,0.7948546409606934
methodA,polite,24,10,0.36544761061668396,0.8748162388801575
methodA,polite,24,11,0.39664554595947266,1.1185168027877808
methodA,polite,24,12,0.41966429352760315,1.1069692373275757
methodA,polite,24,13,0.48272138833999634,0.9695524573326111
methodA,polite,24,14,0.54986971616745,0.9539578557014465
methodA,polite,24,15,0.6163003444671631,1.0184273719787598
methodA,polite,24,16,0.6015443205833435,1.1512449979782104
methodA,polite,24,17,0.581625759601593,1.193636178970337
methodA,polite,24,18,0.5604125261306763,1.174341082572937
methodA,polite,24,19,0.5434713959693909,1.2270389795303345
methodA,polite,25,0,0.0,0.0
methodA,polite,25,1,0.0877356231212616,0.43638163805007935
methodA,polite,25,2,0.0600861981511116,0.48154062032699585
methodA,polite,25,3,0.033067621290683746,0.45793482661247253
methodA,polite,25,4,-0.033069025725126266,0.5041394233703613
methodA,polite,25,5,-0.0687941163778305,0.48719480633735657
methodA,polite,25,6,-0.1232747882604599,0.48563873767852783
methodA,polite,25,7,-0.12253355979919434,0.5391955375671387
methodA,polite,25,8,-0.09198133647441864,0.5205005407333374
methodA,polite,25,9,-0.04836377128958702,0.5187501907348633
methodA,polite,25,10,-0.008556310087442398,0.5162328481674194
methodA,polite,25,11,-0.015783092007040977,0.548201858997345
methodA,polite,25,12,0.022719142958521843,0.6313067674636841
methodA,polite,25,13,0.02111305668950081,0.6540780067443848
methodA,polite,25,14,0.07040426135063171,0.7123520970344543
methodA,polite,25,15,0.08711989969015121,0.7435581684112549
methodA,polite,25,16,0.10740895569324493,0.7555262446403503
methodA,polite,25,17,0.12517747282981873,0.7569558620452881
methodA,polite,25,18,0.04263301566243172,0.7901139855384827
methodA,polite,25,19,-0.12200163304805756,0.9235370755195618
methodA,polite,26,0,0.0,0.0
methodA,polite,26,1,0.03006613627076149,0.4981151819229126
methodA,polite,26,2,0.012514366768300533,0.4969705045223236
methodA,polite,26,3,0.016108397394418716,0.5514441728591919
methodA,polite,26,4,0.12467873841524124,0.5963379740715027
methodA,polite,26,5,0.20990435779094696,0.6772028803825378
methodA,polite,26,6,0.2437221258878708,0.7926874756813049
methodA,polite,26,7,0.21862564980983734,0.9278585314750671
methodA,polite,26,8,0.17609429359436035,0.9400806427001953
methodA,polite,26,9,0.123108871281147,0.9368962645530701
methodA,polite,26,10,-0.0027752963360399008,1.0929244756698608
methodA,polite,26,11,0.260493665933609,0.9566348791122437
methodA,polite,26,12,0.37922781705856323,0.9196435809135437
methodA,polite,26,13,0.4505942165851593,0.8509724140167236
methodA,polite,26,14,0.5450822114944458,1.1923941373825073
methodA,polite,26,15,0.6981722712516785,1.2434043884277344
methodA,polite,26,16,0.6378436088562012,1.2844533920288086
methodA,polite,26,17,0.6467260718345642,1.2158231735229492
methodA,polite,26,18,0.6897003054618835,1.2686556577682495
methodA,polite,26,19,0.6740930080413818,1.272723913192749
methodA,polite,27,0,0.0,0.0
methodA,polite,27,1,-0.023590078577399254,0.2951802611351013
methodA,polite,27,2,-0.056157320737838745,0.38296833634376526
methodA,polite,27,3,-0.0819045901298523,0.8190367221832275
methodA,polite,27,4,-0.1727389097213745,0.9369732737541199
methodA,polite,27,5,-0.11674117296934128,0.8193222284317017
methodA,polite,27,6,-0.028229160234332085,0.7825594544410706
methodA,polite,27,7,0.004304956179112196,0.7596295475959778
methodA,polite,27,8,-0.05324177071452141,0.6779143810272217
methodA,polite,27,9,-0.015345359221100807,0.6085920333862305
methodA,polite,27,10,-0.07324887067079544,0.6220649480819702
methodA,polite,27,11,-0.1225423812866211,0.8468512892723083
methodA,polite,27,12,0.005366328172385693,0.8771966099739075
methodA,polite,27,13,0.06600353121757507,0.7538323998451233
methodA,polite,27,14,0.13261759281158447,0.8077875971794128
methodA,polite,27,15,0.22833652794361115,0.9020814895629883
methodA,polite,27,16,0.257423460483551,0.8892152905464172
methodA,polite,27,17,0.32555994391441345,0.9396148324012756
methodA,polite,27,18,0.5008043050765991,1.0735228061676025
methodA,polite,27,19,0.43346717953681946,0.9538668990135193
methodA,polite,28,0,0.0,0.0
methodA,polite,28,1,0.08229846507310867,0.4671440124511719
methodA,polite,28,2,0.10325006395578384,0.4761122167110443
methodA,polite,28,3,0.10861638188362122,0.5378137826919556
methodA,polite,28,4,0.11900532990694046,0.5898337960243225
methodA,polite,28,5,0.07197985053062439,0.6435390710830688
methodA,polite,28,6,0.09698113054037094,0.5763151049613953
methodA,polite,28,7,0.10597645491361618,0.6290273666381836
methodA,polite,28,8,0.13056619465351105,0.7717278599739075
methodA,polite,28,9,0.1741114854812622,0.8593727946281433
methodA,polite,28,10,0.1946016550064087,0.92884361743927
methodA,polite,28,11,0.21415500342845917,0.9602397680282593
methodA,polite,28,12,0.16186830401420593,0.873957633972168
methodA,polite,28,13,0.10696742683649063,0.9184982180595398
methodA,polite,28,14,0.01489237416535616,0.9683099985122681
methodA,polite,28,15,0.030440211296081543,0.9912096858024597
methodA,polite,28,16,0.08471309393644333,0.8651816844940186
methodA,polite,28,17,-0.062206950038671494,0.9756634831428528
methodA,polite,28,18,-0.14520971477031708,0.9104812145233154
methodA,polite,28,19,0.013160771690309048,0.8945085406303406
methodA,polite,29,0,0.0,0.0
methodA,polite,29,1,0.04372216761112213,0.3330501616001129
methodA,polite,29,2,0.080142080783844,0.4542131721973419
methodA,polite,29,3,0.16271208226680756,0.6730710864067078
methodA,polite,29,4,0.23661401867866516,0.8754738569259644
methodA,polite,29,5,0.23082895576953888,0.9098912477493286
methodA,polite,29,6,0.2458130419254303,0.9339462518692017
methodA,polite,29,7,0.27342817187309265,1.0761568546295166
methodA,polite,29,8,0.3131158947944641,1.1166670322418213
methodA,polite,29,9,0.11759454011917114,1.3097163438796997
methodA,polite,29,10,0.07722730189561844,1.3987184762954712
methodA,polite,29,11,-0.005633050110191107,1.4258989095687866
methodA,polite,29,12,0.09715407341718674,1.3685150146484375
methodA,polite,29,13,0.36952489614486694,1.3258823156356812
methodA,polite,29,14,0.4867059588432312,1.3790887594223022
methodA,polite,29,15,0.5737070441246033,1.4791220426559448
methodA,polite,29,16,0.7294612526893616,1.384648084640503
methodA,polite,29,17,0.6005127429962158,1.4192583560943604
methodA,polite,29,18,0.7807167768478394,1.384329080581665
methodA,polite,29,19,0.6414753198623657,1.364506483078003
methodA,polite,3,0,0.0,0.0
methodA,polite,3,1,0.041344016790390015,0.47598186135292053
methodA,polite,3,2,-0.02268834225833416,0.5998751521110535
methodA,polite,3,3,-0.08053608238697052,0.7736147046089172
methodA,polite,3,4,-0.06603849679231644,0.8760991096496582
methodA,polite,3,5,-0.0709550753235817,0.8826821446418762
methodA,polite,3,6,-0.005060088355094194,0.9061295986175537
methodA,polite,3,7,0.004557673819363117,0.902455747127533
methodA,polite,3,8,0.005981532856822014,0.9264956116676331
methodA,polite,3,9,0.05670127645134926,0.9896527528762817
methodA,polite,3,10,0.06941148638725281,0.9958739280700684
methodA,polite,3,11,0.06344246864318848,0.9877744913101196
methodA,polite,3,12,0.11713361740112305,0.8631163239479065
methodA,polite,3,13,0.27414843440055847,0.8556674718856812
methodA,polite,3,14,0.22750312089920044,1.0075715780258179
methodA,polite,3,15,0.15599645674228668,0.9661691188812256
methodA,polite,3,16,0.17442472279071808,0.8403483033180237
methodA,polite,3,17,0.12327755987644196,0.807977557182312
methodA,polite,3,18,0.07066207379102707,1.008339285850525
methodA,polite,3,19,0.0843745768070221,0.9437830448150635
methodA,polite,30,0,0.0,0.0
methodA,polite,30,1,0.009282942861318588,0.3352685868740082
methodA,polite,30,2,0.09485817700624466,0.5109246969223022
methodA,polite,30,3,0.15006102621555328,0.5997416377067566
methodA,polite,30,4,0.07524661719799042,0.549111545085907
methodA,polite,30,5,0.013269391842186451,0.6147407293319702
methodA,polite,30,6,-0.0030475063249468803,0.6730965375900269
methodA,polite,30,7,0.06660095602273941,0.7363914847373962
methodA,polite,30,8,0.11026635020971298,0.8855482935905457
methodA,polite,30,9,0.08518129587173462,0.8169599175453186
methodA,polite,30,10,-0.06491416692733765,1.131363868713379
methodA,polite,30,11,0.10288995504379272,1.2223190069198608
methodA,polite,30,12,0.10117080807685852,1.4095345735549927
methodA,polite,30,13,0.10689561814069748,1.423716425895691
methodA,polite,30,14,0.1988837867975235,1.2846403121948242
methodA,polite,30,15,0.1928180456161499,1.2800178527832031
methodA,polite,30,16,0.18857261538505554,1.3178640604019165
methodA,polite,30,17,0.22307202219963074,1.221117615699768
methodA,polite,30,18,0.19048061966896057,1.1571812629699707
methodA,polite,30,19,0.12037400156259537,1.082081913948059
methodA,polite,31,0,0.0,0.0
methodA,polite,31,1,-0.060278285294771194,0.2741736173629761
methodA,polite,31,2,-0.08605233579874039,0.4995211958885193
methodA,polite,31,3,-0.08864991366863251,0.4532395005226135
methodA,polite,31,4,-0.05840489640831947,0.37502965331077576
methodA,polite,31,5,-0.003296320792287588,0.5099217295646667
methodA,polite,31,6,0.05609873682260513,0.6524952054023743
methodA,polite,31,7,0.07054674625396729,0.7140207290649414
methodA,polite,31,8,0.0187196247279644,0.7967475056648254
methodA,polite,31,9,-0.14211712777614594,1.032915472984314
methodA,polite,31,10,-0.13891497254371643,0.9418807625770569
methodA,polite,31,11,-0.09341831505298615,0.844179093837738
methodA,polite,31,12,-0.13586649298667908,0.9333606362342834
methodA,polite,31,13,0.06121569499373436,1.0003732442855835
methodA,polite,31,14,0.17815430462360382,1.0819799900054932
methodA,polite,31,15,0.24361376464366913,1.072569727897644
methodA,polite,31,16,0.1502446085214615,1.1324979066848755
methodA,polite,31,17,0.31815803050994873,1.034995436668396
methodA,polite,31,18,0.377871572971344,1.024147391319275
methodA,polite,31,19,0.4210803806781769,1.0164871215820312
methodA,polite,33,0,0.0,0.0
methodA,polite,33,1,-0.04711398482322693,0.5383010506629944
methodA,polite,33,2,-0.07056055217981339,0.5419012904167175
methodA,polite,33,3,-0.13239344954490662,0.6482797861099243
methodA,polite,33,4,0.016791369765996933,0.6420099139213562
methodA,polite,33,5,0.1532670557498932,0.8633188009262085
methodA,polite,33,6,0.10428526252508163,0.938063383102417
methodA,polite,33,7,0.07918436825275421,0.7051467895507812
methodA,polite,33,8,0.09345810860395432,0.6582764983177185
methodA,polite,33,9,0.009508468210697174,0.7361125349998474
methodA,polite,33,10,-0.0015843576984480023,0.7351915240287781
methodA,polite,33,11,0.037386681884527206,0.7611215710639954
methodA,polite,33,12,0.15916594862937927,0.7907115817070007
methodA,polite,33,13,0.2263566553592682,0.9392059445381165
methodA,polite,33,14,0.3134096562862396,0.7811497449874878
methodA,polite,33,15,0.3689075708389282,0.9592503309249878
methodA,polite,33,16,0.2988741099834442,0.8930488228797913
methodA,polite,33,17,0.26872125267982483,1.029946208000183
methodA,polite,33,18,0.20659072697162628,0.9310829639434814
methodA,polite,33,19,0.20977213978767395,0.9586213827133179
methodA,polite,34,0,0.0,0.0
methodA,polite,34,1,0.018192719668149948,0.6149086356163025
methodA,polite,34,2,0.03539830446243286,0.6498044729232788
methodA,polite,34,3,0.09610272943973541,0.5351614952087402
methodA,polite,34,4,0.14442075788974762,0.67472243309021
methodA,polite,34,5,0.12049786746501923,0.7732866406440735
methodA,polite,34,6,0.16138885915279388,0.8042376637458801
methodA,polite,34,7,0.17715294659137726,0.8135421872138977
methodA,polite,34,8,0.14528591930866241,0.8079959154129028
