method,class,sequence_id,time_index,projection_ratio,off_axis_ratio
methodB,polite,29,16,0.46573498845100403,1.110962986946106
methodB,polite,29,17,0.40290647745132446,1.1156624555587769
methodB,polite,29,18,0.49419543147087097,1.1190415620803833
methodB,polite,29,19,0.36857110261917114,1.1004693508148193
methodB,polite,3,0,0.0,0.0
methodB,polite,3,1,0.08828093856573105,0.35699570178985596
methodB,polite,3,2,0.03546803817152977,0.46069881319999695
methodB,polite,3,3,-0.011896940879523754,0.5985614657402039
methodB,polite,3,4,-0.06455820798873901,0.6731697916984558
methodB,polite,3,5,-0.05723053589463234,0.6791970729827881
methodB,polite,3,6,-0.016864528879523277,0.6972671151161194
methodB,polite,3,7,0.0031833460088819265,0.6946339011192322
methodB,polite,3,8,0.05750901997089386,0.7108284831047058
methodB,polite,3,9,0.03366834670305252,0.7622551321983337
methodB,polite,3,10,0.06077750027179718,0.7659897804260254
methodB,polite,3,11,0.04203150421380997,0.7607096433639526
methodB,polite,3,12,0.08891934156417847,0.6645193696022034
methodB,polite,3,13,0.18105554580688477,0.6674767732620239
methodB,polite,3,14,0.2418496310710907,0.757388710975647
methodB,polite,3,15,0.20533573627471924,0.7247791886329651
methodB,polite,3,16,0.17361941933631897,0.6373907327651978
methodB,polite,3,17,0.12020871788263321,0.6175170540809631
methodB,polite,3,18,0.10904151946306229,0.7703567147254944
methodB,polite,3,19,0.14882215857505798,0.7139947414398193
methodB,polite,30,0,0.0,0.0
methodB,polite,30,1,-0.020137740299105644,0.25737303495407104
methodB,polite,30,2,-0.023924538865685463,0.3992699384689331
methodB,polite,30,3,0.016775259748101234,0.47556421160697937
methodB,polite,30,4,-0.007975052110850811,0.42653393745422363
methodB,polite,30,5,-0.060646116733551025,0.4693828523159027
methodB,polite,30,6,-0.04832880198955536,0.5158377885818481
methodB,polite,30,7,-0.04275350645184517,0.5675159096717834
methodB,polite,30,8,-0.06308344006538391,0.6839793920516968
methodB,polite,30,9,0.010514150373637676,0.6321465373039246
methodB,polite,30,10,-0.031075306236743927,0.8717045187950134
methodB,polite,30,11,0.051480866968631744,0.942758321762085
methodB,polite,30,12,0.11395725607872009,1.0817430019378662
methodB,polite,30,13,0.08772287517786026,1.0954314470291138
methodB,polite,30,14,0.10656753927469254,0.9948936104774475
methodB,polite,30,15,0.1541694700717926,0.9843630194664001
methodB,polite,30,16,0.15098807215690613,1.0135247707366943
methodB,polite,30,17,0.12805236876010895,0.9468454122543335
methodB,polite,30,18,0.08400872349739075,0.8987666964530945
methodB,polite,30,19,0.025610504671931267,0.8376392722129822
methodB,polite,31,0,0.0,0.0
methodB,polite,31,1,0.0001094115650630556,0.21607522666454315
methodB,polite,31,2,0.005212121643126011,0.3901169002056122
methodB,polite,31,3,-0.04711532220244408,0.3523388206958771
methodB,polite,31,4,-0.045818109065294266,0.2885296642780304
methodB,polite,31,5,-0.0367765836417675,0.3907751441001892
methodB,polite,31,6,0.040714364498853683,0.5024402737617493
methodB,polite,31,7,0.055313561111688614,0.5494903922080994
methodB,polite,31,8,-0.06101173907518387,0.6103949546813965
methodB,polite,31,9,-0.17159603536128998,0.7839794158935547
methodB,polite,31,10,-0.15802223980426788,0.7155804634094238
methodB,polite,31,11,-0.12697456777095795,0.6412930488586426
methodB,polite,31,12,-0.10660669207572937,0.7181220650672913
methodB,polite,31,13,-0.09383032470941544,0.765713632106781
methodB,polite,31,14,0.10591232776641846,0.8373571038246155
methodB,polite,31,15,0.17377641797065735,0.828571617603302
methodB,polite,31,16,0.18565815687179565,0.8595138192176819
methodB,polite,31,17,0.143149271607399,0.8210546970367432
methodB,polite,31,18,0.16563355922698975,0.8237584233283997
methodB,polite,31,19,0.2050345093011856,0.8216841220855713
methodB,polite,33,0,0.0,0.0
methodB,polite,33,1,-0.022326389327645302,0.41532185673713684
methodB,polite,33,2,-0.019666798412799835,0.42016980051994324
methodB,polite,33,3,-0.05165436118841171,0.5066627860069275
methodB,polite,33,4,0.02022557333111763,0.4939187467098236
methodB,polite,33,5,0.08597460389137268,0.6694002747535706
methodB,polite,33,6,0.10344362258911133,0.7190858125686646
methodB,polite,33,7,-0.008266354911029339,0.5461098551750183
methodB,polite,33,8,-0.03531603515148163,0.5105453729629517
methodB,polite,33,9,0.022905733436346054,0.5661798715591431
methodB,polite,33,10,0.03891340643167496,0.5645486116409302
methodB,polite,33,11,0.012843068689107895,0.5864112973213196
methodB,polite,33,12,0.10702814161777496,0.6115342974662781
methodB,polite,33,13,0.14122875034809113,0.7300843000411987
methodB,polite,33,14,0.08362278342247009,0.6424307823181152
methodB,polite,33,15,0.18450722098350525,0.7692490816116333
methodB,polite,33,16,0.14238980412483215,0.710742175579071
methodB,polite,33,17,0.17512696981430054,0.8003665804862976
methodB,polite,33,18,0.16594438254833221,0.7150945663452148
methodB,polite,33,19,0.119563989341259,0.7458004355430603
methodB,polite,34,0,0.0,0.0
methodB,polite,34,1,-0.0030289071146398783,0.47350093722343445
methodB,polite,34,2,-0.053848788142204285,0.4980020225048065
methodB,polite,34,3,-0.04644818976521492,0.4159245789051056
methodB,polite,34,4,-0.06565313786268234,0.5270331501960754
methodB,polite,34,5,-0.13693934679031372,0.5866207480430603
methodB,polite,34,6,-0.11486461013555527,0.6208372712135315
methodB,polite,34,7,-0.09074760973453522,0.6344112157821655
methodB,polite,34,8,-0.10270300507545471,0.6234973669052124
methodB,polite,34,9,-0.06813943386077881,0.7209911346435547
methodB,polite,34,10,0.06983989477157593,0.8851187825202942
methodB,polite,34,11,0.028587888926267624,0.8435406684875488
methodB,polite,34,12,0.07799433171749115,0.9229833483695984
methodB,polite,34,13,0.10075424611568451,1.0478821992874146
methodB,polite,34,14,0.11622769385576248,1.0526161193847656
methodB,polite,34,15,0.12067771703004837,1.0477802753448486
methodB,polite,34,16,0.09682386368513107,1.0201767683029175
methodB,polite,34,17,0.043834853917360306,1.0150530338287354
methodB,polite,34,18,0.029563119634985924,0.9768506288528442
methodB,polite,34,19,0.03266175091266632,0.9525526165962219
methodB,polite,35,0,0.0,0.0
methodB,polite,35,1,0.04762524366378784,0.6697120070457458
methodB,polite,35,2,0.028050865978002548,0.744743287563324
methodB,polite,35,3,-0.005901319440454245,0.7946630716323853
methodB,polite,35,4,-0.006554103922098875,0.8117985725402832
methodB,polite,35,5,-0.017168452963232994,0.888635516166687
methodB,polite,35,6,0.08692783862352371,0.9375900030136108
methodB,polite,35,7,0.18162156641483307,0.9677680134773254
methodB,polite,35,8,0.18563103675842285,0.9094729423522949
methodB,polite,35,9,0.1475774496793747,0.7863195538520813
methodB,polite,35,10,0.1986541897058487,0.8621296882629395
methodB,polite,35,11,0.24766072630882263,0.8360035419464111
methodB,polite,35,12,0.20694823563098907,0.9607704877853394
methodB,polite,35,13,0.2367297261953354,0.9663680791854858
methodB,polite,35,14,0.2772020399570465,1.0305500030517578
methodB,polite,35,15,0.2940414249897003,1.023751139640808
methodB,polite,35,16,0.27401185035705566,1.0169721841812134
methodB,polite,35,17,0.24092042446136475,1.0483986139297485
methodB,polite,35,18,0.22063159942626953,1.0555075407028198
methodB,polite,35,19,0.19233408570289612,1.0535868406295776
methodB,polite,36,0,0.0,0.0
methodB,polite,36,1,0.053196392953395844,0.37193629145622253
methodB,polite,36,2,0.056985042989254,0.4196905791759491
