method,metric_type,class,anchor_class,time_index,mean,std,median,q1,q3
methodB,difference_norm,ambiguous,polite,11,0.585254372270019,0.10740487378873019,0.5906035304069519,0.48659148812294006,0.6690537929534912
methodB,difference_norm,ambiguous,polite,12,0.6179734645066438,0.10588000824274664,0.6407608389854431,0.5165849924087524,0.7047664225101471
methodB,difference_norm,ambiguous,polite,13,0.6314651325896934,0.10452458284432399,0.6377319097518921,0.5422069728374481,0.71541428565979
methodB,difference_norm,ambiguous,polite,14,0.638657557743567,0.09806500633861098,0.6556077003479004,0.5498288571834564,0.7311328649520874
methodB,difference_norm,ambiguous,polite,15,0.6468523641427358,0.08889828234249673,0.6564900875091553,0.577923059463501,0.7199817597866058
methodB,difference_norm,ambiguous,polite,16,0.6539622015423245,0.08178278799955276,0.6617423295974731,0.5878194570541382,0.7196736633777618
methodB,difference_norm,ambiguous,polite,17,0.6573467718230354,0.09624095743455101,0.6453688144683838,0.587136447429657,0.7283473908901215
methodB,difference_norm,ambiguous,polite,18,0.6566157727329819,0.09843599350571984,0.6538107395172119,0.5730019211769104,0.7167173027992249
methodB,difference_norm,ambiguous,polite,19,0.6556042984679893,0.10156304611347929,0.6441817283630371,0.5771898329257965,0.7212870717048645
methodB,difference_norm,polite,polite,0,0.14453068193865987,0.049991151422102094,0.13109663128852844,0.11525042355060577,0.17926865816116333
methodB,difference_norm,polite,polite,1,0.10910222515827273,0.04903528715840606,0.09276251494884491,0.0780600979924202,0.13401702046394348
methodB,difference_norm,polite,polite,2,0.21019301890600017,0.0830267631696899,0.19890759885311127,0.14937405288219452,0.25580090284347534
methodB,difference_norm,polite,polite,3,0.2904267580043979,0.10739324511860156,0.28675585985183716,0.2323320209980011,0.33403971791267395
methodB,difference_norm,polite,polite,4,0.3558008652634737,0.10757252980061235,0.35031116008758545,0.285584956407547,0.4099588692188263
methodB,difference_norm,polite,polite,5,0.42237119631069464,0.10914062005008766,0.42601969838142395,0.35992497205734253,0.4769980311393738
methodB,difference_norm,polite,polite,6,0.44273254638764914,0.11176848809107434,0.4447631239891052,0.3962419629096985,0.49818989634513855
methodB,difference_norm,polite,polite,7,0.46441285711963004,0.1175028626045458,0.4602748453617096,0.3924507200717926,0.5336732864379883
methodB,difference_norm,polite,polite,8,0.4713164262655305,0.1192223038544669,0.4712914526462555,0.4179229736328125,0.5289036631584167
methodB,difference_norm,polite,polite,9,0.48620334631059225,0.12816138000341662,0.47730138897895813,0.4325020909309387,0.5443402528762817
methodB,difference_norm,polite,polite,10,0.49198786950692897,0.12471493822039399,0.49205049872398376,0.42993417382240295,0.568237841129303
methodB,difference_norm,polite,polite,11,0.5078849581683554,0.12447751238988881,0.5079319477081299,0.44956299662590027,0.5509918928146362
methodB,difference_norm,polite,polite,12,0.544170980773321,0.13237359484899516,0.5410377383232117,0.49619510769844055,0.6104142665863037
methodB,difference_norm,polite,polite,13,0.5591605683652366,0.14089001244996674,0.562110185623169,0.47605106234550476,0.6591029763221741
methodB,difference_norm,polite,polite,14,0.5757500645590992,0.1405394570908449,0.5712026953697205,0.5071399211883545,0.6513590812683105
methodB,difference_norm,polite,polite,15,0.580195814371109,0.13296045768821937,0.5877676010131836,0.5252725481987,0.6667534708976746
methodB,difference_norm,polite,polite,16,0.5819914668071561,0.1360832715577673,0.5849329829216003,0.5035681128501892,0.6743212938308716
methodB,difference_norm,polite,polite,17,0.5795109351960624,0.1312800874676652,0.5857955813407898,0.512172281742096,0.6552243828773499
methodB,difference_norm,polite,polite,18,0.5724262762360457,0.1330597576262773,0.5801247954368591,0.5002242922782898,0.659855306148529
methodB,difference_norm,polite,polite,19,0.5765528082847595,0.13157443265764568,0.5880789160728455,0.5122541189193726,0.6797316670417786
methodB,difference_norm,truesmile,polite,0,0.24304220577081045,0.06922192136423097,0.23211781680583954,0.2193584255874157,0.24035445600748062
methodB,difference_norm,truesmile,polite,1,0.22001059850056967,0.06544784986402258,0.20370861887931824,0.17833499982953072,0.2193605713546276
methodB,difference_norm,truesmile,polite,2,0.4070325394471486,0.06653483832710506,0.3684198558330536,0.3596496805548668,0.44444047659635544
methodB,difference_norm,truesmile,polite,3,0.5020430634419123,0.16134687248607954,0.46677519381046295,0.3851460739970207,0.5306792706251144
methodB,difference_norm,truesmile,polite,4,0.5927425523598989,0.15650871183628343,0.5359348356723785,0.4744970053434372,0.6607096344232559
methodB,difference_norm,truesmile,polite,5,0.6284205764532089,0.16016819697955784,0.588760107755661,0.5104204714298248,0.6781010925769806
methodB,difference_norm,truesmile,polite,6,0.6764093041419983,0.14720528702715835,0.6460985243320465,0.580729529261589,0.7139661759138107
methodB,difference_norm,truesmile,polite,7,0.6733610530694326,0.1421063757540641,0.641083300113678,0.5931210815906525,0.7131349295377731
methodB,difference_norm,truesmile,polite,8,0.6963179210821787,0.13394112944899675,0.6558263897895813,0.6401077210903168,0.7411312162876129
methodB,difference_norm,truesmile,polite,9,0.6798701584339142,0.12672702439326777,0.6864606142044067,0.6190786808729172,0.7726651281118393
methodB,difference_norm,truesmile,polite,10,0.6837097555398941,0.1322609109807619,0.6830477118492126,0.6190547496080399,0.7871902137994766
methodB,difference_norm,truesmile,polite,11,0.6988119085629781,0.14394899161243044,0.7135033309459686,0.633070707321167,0.8097477108240128
methodB,difference_norm,truesmile,polite,12,0.7200704117616018,0.1148934113598781,0.71817946434021,0.6670478284358978,0.8051824271678925
methodB,difference_norm,truesmile,polite,13,0.7355599403381348,0.10762257989753735,0.7146781384944916,0.6782999187707901,0.7983005195856094
methodB,difference_norm,truesmile,polite,14,0.7620119055112203,0.08718260838311534,0.7335621118545532,0.7004594206809998,0.8146366029977798
methodB,difference_norm,truesmile,polite,15,0.7702311476071676,0.07904562131955582,0.7665452361106873,0.7427680045366287,0.8195135742425919
methodB,difference_norm,truesmile,polite,16,0.7728452086448669,0.08694586860404123,0.7863086462020874,0.7162842750549316,0.8366953134536743
methodB,difference_norm,truesmile,polite,17,0.7986536820729574,0.10089937178289793,0.8094846308231354,0.7555507123470306,0.8869084864854813
methodB,difference_norm,truesmile,polite,18,0.7422284285227457,0.07649258273456244,0.7319135665893555,0.6879234462976456,0.7922224253416061
methodB,difference_norm,truesmile,polite,19,0.7571943501631418,0.0879799103279518,0.7775657176971436,0.6885325908660889,0.8196145445108414
methodB,difference_norm,ambiguous,truesmile,0,0.1974097059832679,0.06271773558281582,0.16760100424289703,0.15566620230674744,0.2138468474149704
methodB,difference_norm,ambiguous,truesmile,1,0.20323860590104703,0.05317532707844899,0.18343980610370636,0.1691647320985794,0.20553962886333466
