method,metric_type,class,anchor_class,time_index,mean,std,median,q1,q3
methodB,off_axis_ratio,truesmile,,11,1.0919143110513687,0.3031467392264019,1.1549532413482666,1.056957095861435,1.303375005722046
methodB,off_axis_ratio,truesmile,,12,1.0931493838628132,0.2762928608488091,1.167985737323761,1.0431889295578003,1.2819258570671082
methodB,off_axis_ratio,truesmile,,13,1.1146078407764435,0.25560157689230495,1.2098549604415894,1.0583880841732025,1.303886890411377
methodB,off_axis_ratio,truesmile,,14,1.1470818916956584,0.24643130886080114,1.267793893814087,1.0818720757961273,1.318619817495346
methodB,off_axis_ratio,truesmile,,15,1.154269148906072,0.23442889501945205,1.2648640275001526,1.1241818964481354,1.313346028327942
methodB,off_axis_ratio,truesmile,,16,1.1478307445844014,0.2556731678774556,1.2554837465286255,1.0553973615169525,1.327775478363037
methodB,off_axis_ratio,truesmile,,17,1.1697457432746887,0.27593980445540267,1.2647826075553894,1.2193487584590912,1.3101403713226318
methodB,off_axis_ratio,truesmile,,18,1.0970610678195953,0.23634915108588173,1.1831271052360535,1.1015351116657257,1.2003872990608215
methodB,off_axis_ratio,truesmile,,19,1.0077476350950316,0.45570760861370685,1.1854832768440247,1.1266685724258423,1.2220497727394104
methodB,projection_ratio,ambiguous,,0,0.0,0.0,0.0,0.0,0.0
methodB,projection_ratio,ambiguous,,1,0.013794420351688232,0.04480862422382273,0.012142258696258068,-0.003048203478101641,0.031965929083526134
methodB,projection_ratio,ambiguous,,2,0.013104566062490145,0.07661680246057288,0.026176059618592262,-0.010102590080350637,0.04435100220143795
methodB,projection_ratio,ambiguous,,3,0.0385288867228492,0.08894723609861468,0.03128504380583763,-0.012875746935606003,0.09866057336330414
methodB,projection_ratio,ambiguous,,4,0.05938965195996894,0.07425234603465652,0.05191424861550331,-0.014526169281452894,0.1258038654923439
methodB,projection_ratio,ambiguous,,5,0.08426856032262246,0.08630390762850637,0.08150959759950638,0.014877024572342634,0.16255058348178864
methodB,projection_ratio,ambiguous,,6,0.11176911982086797,0.1064364150040676,0.11908471584320068,0.03275538608431816,0.1734766736626625
methodB,projection_ratio,ambiguous,,7,0.15456536708882562,0.12195039036798916,0.14287984371185303,0.06532995216548443,0.22017860412597656
methodB,projection_ratio,ambiguous,,8,0.1826638000568858,0.11989680904771205,0.13897332549095154,0.10204071924090385,0.25636808574199677
methodB,projection_ratio,ambiguous,,9,0.19329115217206655,0.12088096153560068,0.16427147388458252,0.10334840789437294,0.2717733085155487
methodB,projection_ratio,ambiguous,,10,0.1763626944653138,0.1183648244376105,0.157375767827034,0.09609820321202278,0.24787047505378723
methodB,projection_ratio,ambiguous,,11,0.19436094113108185,0.12479323417567943,0.16644708812236786,0.12496757507324219,0.2388612926006317
methodB,projection_ratio,ambiguous,,12,0.1863028008007893,0.1361392898674248,0.15563800930976868,0.10348175093531609,0.2687564194202423
methodB,projection_ratio,ambiguous,,13,0.19056404092245632,0.14199985987712915,0.14819155633449554,0.11584173515439034,0.2547518312931061
methodB,projection_ratio,ambiguous,,14,0.1908602083308829,0.12141432613768464,0.17740704119205475,0.11938495188951492,0.2548079118132591
methodB,projection_ratio,ambiguous,,15,0.2132811026164779,0.10815073871286278,0.18631546199321747,0.1462077647447586,0.25866007804870605
methodB,projection_ratio,ambiguous,,16,0.20103015017661233,0.11473582898881206,0.19534429907798767,0.10970788076519966,0.2562413290143013
methodB,projection_ratio,ambiguous,,17,0.19609984948679252,0.12026207916237483,0.21305571496486664,0.10301078855991364,0.27004730701446533
methodB,projection_ratio,ambiguous,,18,0.21121076287494767,0.12445779381165799,0.20855095982551575,0.10031574591994286,0.3002043217420578
methodB,projection_ratio,ambiguous,,19,0.19323308760929783,0.11688577253988941,0.17969276010990143,0.1210472397506237,0.2969474494457245
methodB,projection_ratio,polite,,0,0.0,0.0,0.0,0.0,0.0
methodB,projection_ratio,polite,,1,0.005061995425998381,0.041951288562521415,0.004553531296551228,-0.020137740299105644,0.029574744403362274
methodB,projection_ratio,polite,,2,0.003841529383818142,0.05536341889892931,0.011359816417098045,-0.039583150297403336,0.03546803817152977
methodB,projection_ratio,polite,,3,0.012954810957946792,0.08343515738021705,0.008842273615300655,-0.028109412640333176,0.03808259591460228
methodB,projection_ratio,polite,,4,0.02287072969441552,0.09296586705473557,0.009535303339362144,-0.040374334901571274,0.06350461393594742
methodB,projection_ratio,polite,,5,0.024083558626177653,0.09959966608474526,0.016736267134547234,-0.037861261516809464,0.06879349052906036
methodB,projection_ratio,polite,,6,0.03940805086366287,0.10215675799019236,0.026857955381274223,-0.016864528879523277,0.09058632701635361
methodB,projection_ratio,polite,,7,0.041904889637740646,0.10231762991902067,0.013317843899130821,-0.032463010400533676,0.10046970844268799
methodB,projection_ratio,polite,,8,0.04753269860520959,0.0837191466606785,0.03869576379656792,-0.018327629193663597,0.10409261286258698
methodB,projection_ratio,polite,,9,0.06474343062060453,0.10081416517470736,0.05207287520170212,0.016039198264479637,0.11314721405506134
methodB,projection_ratio,polite,,10,0.07448194472391795,0.1022398829060932,0.06077750027179718,0.015775473788380623,0.1346845030784607
methodB,projection_ratio,polite,,11,0.08996010563767902,0.11365914737315992,0.07088831067085266,0.03045700304210186,0.12101452797651291
methodB,projection_ratio,polite,,12,0.10341731600730293,0.1073498503069387,0.08891934156417847,0.04507332295179367,0.17653395235538483
methodB,projection_ratio,polite,,13,0.12067472621253351,0.10828132452971506,0.11282236129045486,0.06752146780490875,0.18505902588367462
